lon,lat,rayon,location,address,number,volume/each,comment,source
73.62043549,54.68952455,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62817762,54.69163505,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62543218,54.69063535,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62548709,54.69065122,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62315347,54.68909609,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62092967,54.68841372,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.63018179,54.69038146,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.63191141,54.68866763,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.63221341,54.68779482,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62891889,54.69003235,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.63086815,54.68812807,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.63309195,54.68581108,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.63446467,54.68487472,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62688726,54.68912783,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62804035,54.68808047,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62883652,54.6871759,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62966016,54.68644589,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62548709,54.6889374,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62526746,54.68731873,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62644799,54.68598565,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62729908,54.68644589,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62751871,54.68482711,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62853453,54.68462079,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62952288,54.68503343,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62232984,54.68803286,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62249456,54.68735047,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62320838,54.6866522,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62469091,54.68449383,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62600872,54.68339873,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62131403,54.6866522,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62260438,54.68533497,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62394965,54.68416054,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62469091,54.68350983,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62556945,54.68266865,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.61936477,54.68662046,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62087476,54.68508104,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62120421,54.6840177,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62296129,54.68224011,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.61502478,54.69001257,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62210365,54.68873684,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.62953242,54.68932804,Таврический,с Харламово (сп Харламовское),,,,,"docs\Таврический\Таврическое конт плащадки\карты Харламовское сп  (разъяснения в инфо по КП)\ ""карта 2.pdf"" "
73.63659345,54.58600211,Таврический,рп Таврическое,"рп Таврическое Гагарина, 19",,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.63887144,54.58463511,Таврический,рп Таврическое,рп Таврическое ул Площадь победы,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.63986114,54.58290034,Таврический,рп Таврическое,рп Таврическое ул Ленина 74,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.63709706,54.58263693,Таврический,рп Таврическое,рп Таврическое ул Лермонтова 49,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.62418226,54.58043437,Таврический,рп Таврическое,рп Таврическое Магистральная д 15,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.63572737,54.58303435,Таврический,рп Таврическое,рп Таврическое Ленина 48,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.63027305,54.58588306,Таврический,рп Таврическое,"рп Таврическое пер Школьный д 2, д 4",,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.62044803,54.58584104,Таврический,рп Таврическое,рп Таврическое ул Кирова д 1,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.75697523,54.65222486,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.75843057,54.64947923,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.76124632,54.65152932,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.76263837,54.6490033,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.76368242,54.65076055,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.7667829,54.64764871,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.76912409,54.64856398,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.77108562,54.64713614,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.77292061,54.64860059,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.7728257,54.64739243,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.7738381,54.64644052,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.77447085,54.64775854,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.77551489,54.64629407,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.78133622,54.64493938,Таврический,д Копейкино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.54022947,54.58104697,Таврический,д Лапино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.54073136,54.57784724,Таврический,д Лапино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.54153439,54.57458908,Таврический,д Лапино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.41753905,54.58399695,Таврический,д Новобелозеровка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.42283389,54.58424824,Таврический,д Новобелозеровка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.42922421,54.58468469,Таврический,д Новобелозеровка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.43205421,54.5811136,Таврический,д Новобелозеровка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.42554978,54.58106069,Таврический,д Новобелозеровка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.4206201,54.58070357,Таврический,д Новобелозеровка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.5122455,54.66373229,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.51528169,54.65719822,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.51787138,54.65706907,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.51505844,54.64993978,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.51907692,54.65092142,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.51974667,54.65216136,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.52251496,54.65143807,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.51876437,54.64944894,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.51912157,54.6475889,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.5235419,54.64717555,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.52626554,54.64720138,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.52586369,54.64384272,Таврический,д Новоселецк,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.65717748,54.65186714,Таврический,д Новотелегино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.65911743,54.64846835,Таврический,д Новотелегино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.66040162,54.64567006,Таврический,д Новотелегино,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.47940775,54.59181187,Таврический,д Черниговка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.48555882,54.59127091,Таврический,д Черниговка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.48500961,54.5900617,Таврический,д Черниговка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.47990203,54.58894791,Таврический,д Черниговка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.48539406,54.58847056,Таврический,д Черниговка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.481989,54.58808868,Таврический,д Черниговка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.4814398,54.58633835,Таврический,д Черниговка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.48067092,54.58605192,Таврический,д Черниговка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.48083568,54.58452429,Таврический,д Черниговка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29887304,54.46232665,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29613256,54.46248727,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29417508,54.46219279,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29385267,54.46311638,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29115825,54.46434781,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.28926985,54.46211248,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29062857,54.45939513,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29394478,54.46033217,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29631679,54.46112194,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29341511,54.45797614,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29802096,54.45908724,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.30043903,54.45993058,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29095098,54.45488365,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29488898,54.45607516,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29848154,54.45620903,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.30011662,54.45437491,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.29855063,54.45209887,Таврический,с Неверовка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.17001531,54.44964222,Таврический,а Коянбай,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.17071365,54.4491314,Таврический,а Коянбай,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.17974709,54.45034949,Таврический,а Коянбай,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.17713392,54.44763821,Таврический,а Коянбай,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.27734771,54.38894085,Таврический,д Андреевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.26968764,54.38872149,Таврический,д Андреевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.27385254,54.39554547,Таврический,д Андреевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.24854154,54.52262121,Таврический,д Зеленое поле,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.25252848,54.52336256,Таврический,д Зеленое поле,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.2507092,54.51911643,Таврический,д Зеленое поле,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.25516064,54.52012746,Таврический,д Зеленое поле,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.25168479,54.52088998,Таврический,д Зеленое поле,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.30965822,54.52970697,Таврический,д Муртук,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.30725997,54.52799608,Таврический,д Муртук,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.30796404,54.52724276,Таврический,д Муртук,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.3056538,54.52703847,Таврический,д Муртук,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.740182,54.51738403,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.7382238,54.51617073,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73725569,54.51642616,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73641961,54.51571094,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.74284428,54.51679654,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73606757,54.5142166,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73791576,54.51466363,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.74088608,54.51493185,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73696966,54.51259448,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73846582,54.51307985,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.74137013,54.51352689,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73930191,54.51221129,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.74500051,54.5092223,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.74313031,54.50983545,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.74121611,54.5106785,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73971995,54.51120221,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.74352635,54.5089796,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.74233823,54.50952888,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73991797,54.51033362,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73725569,54.51097229,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.74141413,54.50855805,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.740182,54.50906902,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73694766,54.51066573,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73857583,54.50891573,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73586955,54.50970771,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73747572,54.50781715,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73564953,54.50840476,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73384534,54.50878799,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.7325692,54.50988654,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.72995093,54.50984822,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73518748,54.50738282,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73212915,54.50786824,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73234918,54.50692293,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73010494,54.50743391,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.73014895,54.50652692,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.72733265,54.50697403,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.7278387,54.5060798,Таврический,д Карповка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.65049243,54.4819514,Таврический,Пальцевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.64499025,54.48256212,Таврический,Пальцевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.64362588,54.47800101,Таврический,Пальцевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.64304435,54.47941747,Таврический,Пальцевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.64239572,54.48071694,Таврический,Пальцевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.64165762,54.48221128,Таврический,Пальцевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
73.64083006,54.48356264,Таврический,Пальцевка,,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.0894237,54.53396885,Таврический,Прииртышье (Прииртышское сп),ул Ленина,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.09358389,54.53185345,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.09492588,54.53085412,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.09537322,54.53014029,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.09745331,54.52862175,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.08783567,54.53110071,Таврический,Прииртышье (Прииртышское сп),ул Кирова,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.09027363,54.53237258,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.09141433,54.53268405,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.10172533,54.53329401,Таврический,Прииртышье (Прииртышское сп),ул Парковая,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.10320153,54.53372228,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.09899661,54.53396885,Таврический,Прииртышье (Прииртышское сп),ул Омская,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.1008083,54.53538338,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.10257526,54.53643451,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.08731564,54.5280831,Таврический,Прииртышье (Прииртышское сп),ул Таврическая,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
74.0914311,54.52701878,Таврический,Прииртышье (Прииртышское сп),,,,,"docs\Таврический\Таврическое конт плащадки\ ""инфо по КП.pdf"" "
